No compte;Date;Operation
05000524016;20/07/2021;64,97
05000524016;01/06/2021;156,47
05000524016;15/06/2021;56,16
05000524016;26/07/2021;163,89
05000524016;10/06/2021;192,91
05000524016;13/06/2021;163,92
05000524016;03/06/2021;108,87
05000524016;26/07/2021;51,74
05000524016;23/07/2021;185,13
05000524016;04/06/2021;50,35
05000524016;16/06/2021;127,12
05000524016;25/06/2021;132,47
05000524016;14/07/2021;83,96
05000524016;28/06/2021;146,98
05000524016;25/06/2021;177,91
05000524016;29/06/2021;189,94
05000524016;29/06/2021;196,10
05000521673;22/06/2021;57,41
05000521673;06/07/2021;33,88
05000521673;28/06/2021;110,29
05000521673;05/06/2021;50,86
05000521673;12/06/2021;99,97
05000521673;30/07/2021;176,37
05000521673;01/07/2021;36,63
05000521673;02/07/2021;79,91
05000521673;04/06/2021;44,87
05000521673;24/07/2021;96,14
05000521673;24/07/2021;115,50
05000520442;25/07/2021;87,42
05000520442;12/06/2021;10,56
05000520442;08/07/2021;94,55
05000520442;10/07/2021;100,62
05000520442;14/07/2021;128,68
05000520442;15/06/2021;6,03
05000520442;21/07/2021;86,63
05000520442;06/07/2021;187,55
05000520442;06/07/2021;18,69
05000520442;27/06/2021;184,76
05000520442;23/06/2021;64,99
05000520442;16/06/2021;102,95
05000520442;27/07/2021;146,44
05000520442;11/06/2021;184,43
05000520442;27/07/2021;191,26
05000520442;02/07/2021;169,24
05000520442;29/06/2021;86,55
05000520442;20/07/2021;197,27
05000520442;20/07/2021;165,25
05000520442;29/07/2021;10,29
05000520442;02/06/2021;27,93
05000520442;19/07/2021;56,20
05000515224;12/06/2021;1,53
05000515224;31/07/2021;140,14
05000515224;30/07/2021;23,18
05000515224;28/07/2021;99,23
05000515224;24/06/2021;185,52
05000515224;28/07/2021;35,41
05000515224;06/07/2021;158,58
05000515224;31/07/2021;1,34
05000515224;27/07/2021;141,97
05000515224;14/07/2021;51,44
05000515224;10/07/2021;65,72
05000515224;30/07/2021;77,60
05000515224;24/07/2021;47,58
05000510827;21/07/2021;26,16
05000510827;16/06/2021;64,30
05000510827;06/07/2021;50,50
05000510827;23/07/2021;72,74
05000510827;16/07/2021;108,01
05000510827;14/07/2021;19,40
05000510827;12/06/2021;113,84
05000510827;08/06/2021;74,14
05000510827;28/07/2021;112,36
05000510827;08/06/2021;116,21
05000510827;31/07/2021;17,21
05000510827;10/07/2021;129,63
05000510827;22/06/2021;15,47
05000510827;25/07/2021;186,40
05000510827;16/07/2021;43,78
05000510827;15/06/2021;23,78
05000510827;07/06/2021;129,24
05000510827;15/06/2021;130,56
05000510827;04/06/2021;20,02
05000510827;04/07/2021;101,02
05000510827;29/07/2021;159,70
05000510827;20/06/2021;41,08
05000510827;28/06/2021;197,12
05000510827;29/06/2021;47,88
05000510827;19/06/2021;94,48
05000510827;02/06/2021;119,91
05000510827;04/06/2021;16,18
05000507690;27/06/2021;101,16
05000507690;14/07/2021;72,08
05000507690;16/07/2021;31,06
05000507690;19/07/2021;178,43
05000507690;02/07/2021;41,59
05000507690;08/06/2021;33,48
05000507690;01/06/2021;184,79
05000507690;08/06/2021;34,31
05000507690;24/06/2021;170,41
05000507690;28/07/2021;40,35
05000507690;14/06/2021;64,74
05000507690;21/06/2021;83,90
05000507690;28/07/2021;186,00
05000507690;20/06/2021;53,01
05000507690;27/07/2021;11,06
05000507690;06/06/2021;160,22
05000507690;31/07/2021;175,97
05000507690;08/07/2021;112,52
05000507690;25/06/2021;11,16
05000507690;19/07/2021;161,96
05000507690;19/07/2021;95,90
05000504660;01/07/2021;2,21
05000504660;22/07/2021;4,48
05000504660;15/07/2021;33,77
05000504660;27/07/2021;2,47
05000504660;07/07/2021;133,31
05000504660;27/06/2021;4,57
05000504660;09/07/2021;57,31
05000504660;26/07/2021;136,42
05000504660;04/07/2021;70,31
05000504660;22/07/2021;28,78
05000504660;14/06/2021;186,77
05000504660;26/07/2021;6,88
05000504660;18/07/2021;5,73
05000504660;26/07/2021;32,74
05000504660;09/07/2021;26,14
05000504660;05/06/2021;147,61
05000504660;15/06/2021;6,62
05000504660;20/07/2021;29,62
05000504458;30/06/2021;129,47
05000504458;30/06/2021;134,98
05000504458;22/07/2021;55,85
05000504458;14/06/2021;30,21
05000504458;23/07/2021;138,57
05000504458;31/07/2021;93,77
05000504458;17/06/2021;76,19
05000504458;12/07/2021;119,79
05000504458;07/06/2021;61,88
05000504458;01/06/2021;36,42
05000504458;22/07/2021;5,23
05000504458;02/07/2021;7,41
05000504458;29/07/2021;176,54
05000504458;25/06/2021;129,13
05000504458;03/07/2021;14,17
05000504458;09/07/2021;196,32
05000504458;19/06/2021;100,77
05000501320;24/06/2021;157,62
05000501320;30/06/2021;121,57
05000501320;21/06/2021;60,56
05000501320;30/07/2021;68,10
05000501320;15/07/2021;115,06
05000501320;07/07/2021;4,95
05000501320;14/06/2021;52,92
05000501320;19/07/2021;70,00
05000501320;09/06/2021;65,97
05000501320;07/07/2021;153,55
05000501320;25/06/2021;109,56
05000501320;28/06/2021;178,90
05000501320;05/06/2021;12,76
05000501320;07/07/2021;182,29
05000501320;13/06/2021;91,52
05000501320;15/07/2021;68,90
05000501320;03/07/2021;162,93
05000501320;29/07/2021;81,74
05000501320;25/07/2021;115,88
05000501320;13/07/2021;176,02
05000501320;08/06/2021;38,82
05000501320;04/06/2021;84,61
05000495931;11/07/2021;91,65
05000495931;07/06/2021;29,94
05000495931;06/06/2021;75,65
05000495931;26/07/2021;149,27
05000495931;17/07/2021;95,55
05000495931;20/07/2021;106,35
05000495931;22/06/2021;119,31
05000495931;12/06/2021;183,17
05000495931;13/07/2021;129,78
05000495931;20/06/2021;149,71
05000495931;05/07/2021;29,04
05000495931;22/07/2021;5,72
05000495931;03/06/2021;36,80
05000495931;07/06/2021;84,11
05000495931;04/06/2021;181,00
05000495931;01/06/2021;159,18
05000495931;06/07/2021;153,01
05000495931;05/07/2021;112,23
05000494198;13/06/2021;85,59
05000494198;17/06/2021;57,28
05000494198;16/07/2021;120,09
05000494198;23/07/2021;9,95
05000494198;11/07/2021;67,17
05000494198;11/06/2021;173,96
05000494198;08/06/2021;189,91
05000494198;27/07/2021;76,30
05000494198;19/07/2021;125,14
05000494198;30/07/2021;77,99
05000494198;26/07/2021;161,32
05000494198;14/06/2021;151,04
05000493426;22/07/2021;183,38
05000493426;19/07/2021;135,13
05000493426;22/06/2021;199,13
05000493426;13/07/2021;186,38
05000493426;03/07/2021;63,75
05000493426;10/07/2021;88,43
05000493426;28/07/2021;78,81
05000493426;25/06/2021;126,47
05000493426;28/07/2021;43,95
05000493426;23/07/2021;43,44
05000493426;09/07/2021;10,63
05000493426;06/07/2021;50,21
05000493426;28/07/2021;162,79
05000493426;20/07/2021;117,63
05000493426;22/07/2021;36,72
05000492276;28/07/2021;162,03
05000492276;29/07/2021;69,84
05000492276;01/07/2021;102,07
05000492276;29/06/2021;139,34
05000492276;15/06/2021;159,53
05000492276;15/06/2021;62,38
05000492276;17/06/2021;185,42
05000492276;05/06/2021;166,18
05000492276;17/07/2021;132,32
05000492276;16/06/2021;44,52
05000492276;14/07/2021;155,53
05000492276;16/07/2021;138,89
05000492276;24/07/2021;192,95
05000492276;06/06/2021;101,70
05000492276;05/06/2021;116,73
05000492276;07/06/2021;127,29
05000492276;03/06/2021;198,24
05000492276;01/07/2021;71,69
05000492276;02/07/2021;25,37
05000492276;16/06/2021;193,22
05000492276;09/07/2021;105,84
05000491466;20/07/2021;155,74
05000491466;29/06/2021;56,62
05000491466;22/07/2021;154,26
05000491466;27/07/2021;70,56
05000491466;04/07/2021;175,52
05000491466;26/06/2021;63,29
05000491466;17/06/2021;90,30
05000491466;14/07/2021;175,40
05000491466;22/07/2021;143,11
05000491466;09/06/2021;100,48
05000491466;26/07/2021;51,15
05000491466;07/06/2021;69,65
05000491466;04/06/2021;15,29
05000491466;28/06/2021;8,17
05000491466;30/06/2021;192,15
05000491466;12/07/2021;128,94
05000491466;08/07/2021;11,00
05000491466;27/06/2021;40,77
05000491466;28/07/2021;14,09
05000491466;22/07/2021;9,25
05000491466;30/07/2021;99,68
05000491466;20/07/2021;44,06
05000491466;03/07/2021;170,75
05000491466;27/07/2021;59,28
05000491466;01/07/2021;90,69
05000491466;22/06/2021;182,34
05000491466;24/06/2021;177,35
05000491466;30/06/2021;114,53
05000491466;10/07/2021;96,34
05000491466;08/06/2021;35,55
05000491466;24/06/2021;36,97
05000482892;06/07/2021;67,42
05000482892;29/06/2021;12,67
05000482892;07/06/2021;171,58
05000482892;03/06/2021;51,01
05000482892;12/07/2021;109,22
05000482892;22/06/2021;127,75
05000482892;17/06/2021;26,24
05000482892;13/07/2021;191,18
05000482892;22/06/2021;143,17
05000482892;23/07/2021;12,70
05000482892;17/07/2021;33,33
05000482892;16/06/2021;199,92
05000482892;04/07/2021;182,40
05000482892;12/06/2021;13,45
05000482892;05/07/2021;58,32
05000482892;14/06/2021;136,95
05000482892;19/06/2021;98,40
05000482892;06/06/2021;23,53
05000482892;14/06/2021;188,81
05000482892;14/06/2021;36,99
05000482892;27/07/2021;150,53
05000482892;28/06/2021;91,97
05000482892;07/06/2021;78,66
05000482892;16/06/2021;133,25
05000482892;22/07/2021;60,08
05000482892;04/06/2021;38,53
05000482150;09/06/2021;69,62
05000482150;06/07/2021;160,84
05000482150;23/07/2021;181,39
05000482150;28/07/2021;66,84
05000482150;16/07/2021;168,37
05000482150;21/06/2021;162,43
05000482150;22/07/2021;175,63
05000482150;22/06/2021;126,45
05000482150;08/07/2021;35,50
05000482150;16/07/2021;197,50
05000482150;01/06/2021;34,67
05000482150;22/06/2021;80,01
05000482150;16/06/2021;38,18
05000482150;13/06/2021;141,15
05000482150;29/07/2021;94,44
05000482150;05/07/2021;198,06
05000482150;22/06/2021;39,04
05000482150;30/06/2021;3,75
05000482150;10/06/2021;2,10
05000482150;28/06/2021;95,08
05000482150;18/07/2021;193,42
05000482150;13/07/2021;137,52
05000482150;21/07/2021;193,62
05000482150;15/06/2021;107,99
05000482150;14/06/2021;71,57
05000479014;06/06/2021;115,16
05000479014;25/06/2021;96,14
05000479014;06/06/2021;52,28
05000479014;09/06/2021;1,38
05000479014;14/07/2021;78,76
05000479014;21/07/2021;109,81
05000479014;23/07/2021;80,17
05000479014;07/07/2021;67,52
05000479014;17/07/2021;102,84
05000479014;25/07/2021;116,96
05000479014;03/06/2021;22,48
05000479014;23/06/2021;68,55
05000479014;22/07/2021;73,16
05000479014;12/06/2021;120,43
05000479014;12/07/2021;145,85
05000478645;19/07/2021;75,68
05000478645;12/06/2021;49,21
05000478645;05/07/2021;123,87
05000478645;06/07/2021;113,49
05000478645;04/07/2021;96,11
05000478645;19/06/2021;142,11
05000478645;28/07/2021;61,35
05000478645;24/06/2021;56,52
05000478645;17/06/2021;7,97
05000478645;11/06/2021;25,66
05000478645;06/06/2021;104,74
05000478645;24/07/2021;106,33
05000478645;21/07/2021;171,26
05000478645;17/07/2021;131,48
05000478645;21/06/2021;20,96
05000478645;08/07/2021;113,16
05000478645;03/07/2021;168,66
05000478645;27/07/2021;156,20
05000478645;09/07/2021;53,60
05000478645;01/07/2021;182,62
05000478645;10/06/2021;187,90
05000478645;21/06/2021;174,84
05000478367;27/06/2021;144,60
05000478367;29/06/2021;111,22
05000478367;06/07/2021;39,84
05000478367;07/07/2021;86,88
05000478367;24/06/2021;27,56
05000478367;29/07/2021;128,98
05000478367;07/07/2021;178,03
05000478367;28/07/2021;79,98
05000478367;01/06/2021;55,85
05000478367;14/07/2021;153,32
05000478367;09/06/2021;36,37
05000478367;22/06/2021;192,26
05000478367;18/06/2021;43,48
05000478367;14/07/2021;106,07
05000478367;08/06/2021;89,88
05000478367;04/07/2021;198,25
05000478367;19/06/2021;27,81
05000478367;21/07/2021;69,38
05000478367;22/07/2021;97,77
05000478367;10/07/2021;17,57
05000478367;19/06/2021;186,92
05000478367;15/07/2021;76,78
05000478367;01/06/2021;44,18
05000478367;20/07/2021;18,19
05000478367;29/06/2021;67,04
05000478367;24/07/2021;56,62
05000478367;12/07/2021;31,25
05000478367;16/07/2021;9,82
05000478367;15/07/2021;61,60
05000478367;24/07/2021;151,63
05000478367;29/07/2021;110,49
05000477772;26/07/2021;99,44
05000477772;24/07/2021;116,75
05000477772;28/06/2021;8,79
05000477772;09/07/2021;157,73
05000477772;28/06/2021;148,87
05000477772;26/06/2021;185,05
05000477772;12/07/2021;76,07
05000477772;01/06/2021;99,85
05000477772;22/06/2021;172,83
05000477772;06/06/2021;26,32
05000477772;08/06/2021;142,87
05000477772;24/06/2021;98,82
05000477772;28/06/2021;130,68
05000477772;09/06/2021;121,43
05000477772;16/06/2021;109,17
05000477772;09/06/2021;191,79
05000477772;24/07/2021;92,75
05000477772;27/07/2021;74,87
05000477772;06/06/2021;18,38
05000477772;23/06/2021;136,20
05000477772;10/06/2021;42,09
05000477772;02/06/2021;27,66
05000477772;06/06/2021;67,97
05000477772;20/06/2021;39,49
05000476478;14/07/2021;144,55
05000476478;22/06/2021;7,66
05000476478;11/07/2021;79,41
05000476478;30/06/2021;85,16
05000476478;29/06/2021;109,38
05000476478;06/06/2021;199,58
05000476478;27/07/2021;6,93
05000476478;13/06/2021;22,17
05000476478;17/06/2021;63,63
05000476478;18/07/2021;130,48
05000476478;06/07/2021;69,14
05000476478;06/07/2021;156,83
05000476478;11/06/2021;26,70
05000476478;20/07/2021;149,52
05000476478;16/06/2021;10,77
05000476478;15/06/2021;80,78
05000476478;02/06/2021;76,07
05000476478;05/06/2021;118,99
05000476478;11/06/2021;154,32
05000476478;18/06/2021;29,18
05000476478;24/06/2021;105,30
05000476478;30/07/2021;167,34
05000476478;16/06/2021;193,42
05000476478;22/06/2021;190,20
05000476171;19/07/2021;194,82
05000476171;08/07/2021;12,63
05000476171;08/07/2021;8,53
05000476171;27/07/2021;101,61
05000476171;26/06/2021;179,64
05000476171;17/06/2021;11,74
05000476171;10/06/2021;36,14
05000476171;06/07/2021;130,13
05000476171;02/06/2021;55,61
05000476171;03/06/2021;10,93
05000474136;30/06/2021;93,93
05000474136;28/07/2021;99,82
05000474136;05/07/2021;85,39
05000474136;28/06/2021;38,41
05000474136;17/06/2021;25,25
05000474136;20/06/2021;191,85
05000474136;01/07/2021;44,40
05000474136;09/06/2021;167,07
05000474136;27/06/2021;127,29
05000474136;09/06/2021;123,01
05000474136;13/06/2021;55,42
05000474136;21/07/2021;36,15
05000474136;17/07/2021;92,97
05000474136;04/06/2021;113,74
05000474136;03/06/2021;85,68
05000473137;08/07/2021;2,28
05000473137;01/07/2021;142,51
05000473137;21/07/2021;157,42
05000473137;08/06/2021;187,10
05000473137;08/07/2021;147,63
05000473137;02/07/2021;110,07
05000473137;21/07/2021;112,96
05000473137;16/06/2021;89,67
05000473137;24/07/2021;34,31
05000473137;10/07/2021;42,91
05000473137;05/06/2021;57,38
05000473137;01/07/2021;151,95
05000473137;14/06/2021;40,69
05000473137;12/06/2021;52,55
05000473137;18/07/2021;80,08
05000473137;07/06/2021;164,09
05000473137;22/06/2021;186,81
05000473137;21/06/2021;16,62
05000473137;06/06/2021;94,74
05000469870;26/07/2021;152,37
05000469870;17/07/2021;124,76
05000469870;14/06/2021;6,11
05000469870;30/06/2021;171,16
05000469870;19/06/2021;182,10
05000469870;03/06/2021;3,47
05000469870;29/07/2021;37,21
05000469870;25/06/2021;6,20
05000469870;04/07/2021;17,18
05000469870;03/06/2021;76,16
05000469870;28/06/2021;68,66
05000469870;27/07/2021;113,86
05000469870;08/06/2021;83,61
05000469870;13/06/2021;180,40
05000469870;19/07/2021;60,39
05000468369;21/06/2021;33,93
05000468369;04/07/2021;111,54
05000468369;12/07/2021;107,46
05000468369;02/07/2021;191,44
05000468369;26/06/2021;136,30
05000468369;01/07/2021;11,71
05000468369;18/06/2021;6,89
05000468369;27/07/2021;193,59
05000468369;20/06/2021;72,65
05000468369;11/06/2021;40,20
05000468369;13/06/2021;142,23
05000468369;15/07/2021;22,92
05000468369;13/06/2021;109,55
05000468369;23/07/2021;88,11
05000468369;06/06/2021;110,48
05000468369;12/06/2021;11,18
05000468369;30/07/2021;113,94
05000468369;11/07/2021;72,72
05000468369;04/06/2021;48,82
05000468369;06/07/2021;134,82
05000468369;17/06/2021;62,62
05000468369;02/07/2021;92,82
05000468369;12/07/2021;62,14
05000468369;22/06/2021;97,55
05000468369;03/07/2021;20,97
05000467350;16/07/2021;128,47
05000467350;16/07/2021;13,59
05000467350;18/06/2021;138,76
05000467350;25/06/2021;130,42
05000467350;28/07/2021;124,38
05000467350;17/07/2021;26,52
05000467350;05/07/2021;110,24
05000467350;25/06/2021;67,55
05000467350;02/07/2021;176,86
05000467350;27/07/2021;105,58
05000467350;23/06/2021;23,40
05000467350;18/06/2021;131,89
05000467350;02/07/2021;155,34
05000467350;17/07/2021;79,31
05000467350;11/06/2021;70,79
05000467350;10/07/2021;135,99
05000467350;08/06/2021;15,10
05000467350;05/07/2021;66,01
05000467350;02/07/2021;162,48
05000467350;29/06/2021;196,76
05000467350;04/06/2021;67,97
05000467350;07/07/2021;174,51
05000467030;14/06/2021;48,41
05000467030;04/06/2021;192,80
05000467030;20/07/2021;106,92
05000467030;22/06/2021;54,31
05000467030;12/07/2021;88,02
05000467030;08/07/2021;58,78
05000467030;09/06/2021;18,67
05000467030;24/07/2021;161,68
05000467030;04/06/2021;187,23
05000467030;01/06/2021;166,79
05000467030;22/07/2021;31,26
05000467030;30/06/2021;50,26
05000467030;13/07/2021;131,76
05000467030;02/06/2021;25,09
05000467030;07/07/2021;145,47
05000467030;23/07/2021;127,38
05000467030;20/06/2021;91,33
05000467030;11/07/2021;163,72
05000467030;08/07/2021;152,95
05000467030;22/06/2021;10,20
05000465890;11/07/2021;186,74
05000465890;17/07/2021;156,36
05000465890;24/07/2021;114,44
05000465890;07/07/2021;131,34
05000465890;28/07/2021;106,74
05000465890;19/06/2021;136,15
05000465890;25/07/2021;141,21
05000465890;14/06/2021;17,79
05000465890;28/06/2021;33,54
05000465890;17/06/2021;139,71
05000465890;27/07/2021;97,06
05000465890;15/07/2021;89,78
05000465890;07/07/2021;109,35
05000465890;15/06/2021;72,24
05000465890;18/07/2021;52,30
05000465890;20/06/2021;188,08
05000465890;03/06/2021;129,97
05000465890;29/07/2021;89,80
05000465890;25/07/2021;104,33
05000465890;13/07/2021;60,89
05000465890;24/07/2021;61,93
05000465532;10/06/2021;152,92
05000465532;09/07/2021;50,66
05000465532;15/06/2021;148,91
05000465532;30/06/2021;26,61
05000465532;03/07/2021;28,66
05000465532;22/07/2021;23,19
05000465532;03/07/2021;14,10
05000465532;05/06/2021;37,48
05000465532;03/06/2021;83,94
05000465532;13/06/2021;147,34
05000465532;09/07/2021;190,94
05000465532;10/06/2021;65,04
05000465532;27/06/2021;87,18
05000465532;11/06/2021;45,14
05000465532;28/06/2021;42,03
05000465532;19/07/2021;26,85
05000465532;27/06/2021;153,99
05000465532;28/06/2021;23,08
05000465532;02/06/2021;88,48
05000465532;20/07/2021;154,60
05000465532;28/07/2021;64,62
05000465532;13/07/2021;165,40
05000465532;01/06/2021;5,66
05000465532;12/07/2021;180,82
05000465283;13/07/2021;101,24
05000465283;20/06/2021;81,03
05000465283;01/06/2021;50,16
05000465283;24/07/2021;52,17
05000465283;29/06/2021;149,24
05000465283;22/06/2021;9,20
05000465283;13/06/2021;174,30
05000465283;09/07/2021;66,31
05000465283;27/07/2021;19,13
05000465283;27/06/2021;22,65
05000465283;10/07/2021;42,16
05000465283;13/06/2021;5,29
05000465283;18/07/2021;22,26
05000465283;30/07/2021;74,15
05000465283;02/06/2021;23,64
05000465283;02/07/2021;101,81
05000465283;04/07/2021;51,45
05000465283;01/06/2021;196,56
05000465283;14/06/2021;26,49
05000465283;02/07/2021;193,09
05000461214;11/06/2021;75,44
05000461214;10/06/2021;62,02
05000461214;15/07/2021;47,10
05000461214;13/07/2021;187,30
05000461214;30/07/2021;79,78
05000461214;27/07/2021;69,38
05000461214;04/07/2021;14,97
05000461214;01/07/2021;99,35
05000461214;09/06/2021;185,61
05000461214;10/06/2021;100,51
05000461214;17/06/2021;158,32
05000461214;07/07/2021;6,57
05000461214;04/06/2021;2,83
05000461214;04/06/2021;126,61
05000461214;03/06/2021;2,56
05000461214;19/06/2021;187,80
05000461214;26/06/2021;21,09
05000461214;06/06/2021;97,42
05000461214;08/07/2021;116,11
05000461214;03/07/2021;175,40
05000460095;12/06/2021;181,12
05000460095;03/07/2021;74,87
05000460095;22/07/2021;112,72
05000460095;01/07/2021;58,19
05000460095;23/07/2021;162,52
05000460095;06/07/2021;151,03
05000460095;07/06/2021;181,38
05000460095;21/07/2021;124,97
05000460095;13/06/2021;191,70
05000460095;23/06/2021;59,35
05000460095;19/06/2021;140,02
05000460095;29/07/2021;48,81
05000460095;04/06/2021;174,75
05000460095;19/07/2021;144,12
05000460095;09/07/2021;139,48
05000460095;05/07/2021;171,27
05000460095;01/07/2021;50,29
05000460095;12/06/2021;128,87
05000460095;11/06/2021;156,62
05000460095;04/07/2021;11,56
05000460095;26/07/2021;31,18
05000460095;30/07/2021;55,36
05000460095;28/07/2021;198,39
05000460095;25/06/2021;9,87
05000460095;28/07/2021;69,71
05000460095;29/07/2021;149,61
05000460095;27/07/2021;26,66
05000460095;20/07/2021;80,25
05000460095;04/06/2021;147,83
05000460095;19/06/2021;47,71
05000460095;15/06/2021;122,27
05000460095;02/06/2021;5,94
05000460095;13/07/2021;159,03
05000457786;17/07/2021;8,99
05000457786;23/07/2021;3,24
05000457786;22/06/2021;147,13
05000457786;27/07/2021;101,08
05000457786;29/06/2021;39,30
05000457786;05/07/2021;84,03
05000457786;16/07/2021;42,71
05000457786;27/07/2021;153,45
05000457786;14/06/2021;91,29
05000457786;05/06/2021;18,24
05000457786;09/06/2021;141,24
05000457786;23/07/2021;152,92
05000457786;23/07/2021;49,20
05000457786;01/06/2021;39,40
05000457786;28/07/2021;82,41
05000457786;11/07/2021;53,46
05000456967;06/06/2021;199,62
05000456967;11/07/2021;111,92
05000456967;16/07/2021;191,53
05000456967;07/07/2021;171,58
05000456967;04/07/2021;187,68
05000456967;19/06/2021;82,22
05000456967;24/06/2021;79,36
05000456967;26/06/2021;129,90
05000456967;01/07/2021;142,13
05000456967;31/07/2021;48,51
05000456967;03/06/2021;56,79
05000456967;23/07/2021;5,71
05000456967;27/06/2021;45,97
05000456967;20/06/2021;182,44
05000456967;04/07/2021;78,46
05000456782;06/07/2021;20,43
05000456782;27/07/2021;45,10
05000456782;17/06/2021;21,78
05000456782;07/06/2021;46,08
05000456782;10/07/2021;176,31
05000456782;14/07/2021;64,62
05000456782;19/06/2021;153,26
05000456782;12/06/2021;124,37
05000456782;18/07/2021;155,09
05000456782;07/07/2021;120,91
05000456782;23/07/2021;15,61
05000456782;01/06/2021;169,98
05000456782;30/07/2021;35,91
05000456782;23/06/2021;45,29
05000456782;30/06/2021;27,17
05000456782;06/06/2021;178,40
05000456378;07/06/2021;136,95
05000456378;13/07/2021;25,48
05000456378;01/06/2021;149,54
05000456378;28/06/2021;80,29
05000456378;18/06/2021;15,83
05000456378;21/07/2021;25,23
05000456378;16/07/2021;198,92
05000456378;27/07/2021;99,89
05000456378;28/07/2021;3,07
05000456378;11/06/2021;16,46
05000456378;14/06/2021;91,06
05000456378;03/06/2021;132,87
05000456378;26/07/2021;176,73
05000456378;05/06/2021;141,69
05000456378;21/06/2021;199,83
05000456378;18/06/2021;25,34
05000455619;23/06/2021;110,50
05000455619;15/07/2021;170,58
05000455619;17/07/2021;195,23
05000455619;31/07/2021;77,91
05000455619;29/06/2021;168,61
05000455619;06/06/2021;172,54
05000455619;15/06/2021;39,98
05000455619;19/06/2021;11,97
05000455619;29/07/2021;70,70
05000455619;15/07/2021;116,04
05000455619;09/06/2021;25,27
05000455619;01/07/2021;21,84
05000455619;19/07/2021;19,83
05000455619;02/07/2021;100,05
05000455619;06/07/2021;84,14
05000455619;16/06/2021;45,34
05000455619;15/07/2021;119,48
05000455619;11/06/2021;146,53
05000455619;09/07/2021;130,49
05000455619;30/07/2021;133,83
05000455619;06/06/2021;164,05
05000455619;28/07/2021;108,69
05000455619;11/06/2021;125,20
05000455619;14/07/2021;61,17
05000454874;14/06/2021;183,00
05000454874;01/06/2021;6,62
05000454874;29/06/2021;77,17
05000454874;28/07/2021;4,63
05000454874;03/07/2021;112,60
05000454874;26/07/2021;191,00
05000454874;15/07/2021;115,22
05000454874;03/07/2021;2,18
05000454874;18/07/2021;131,70
05000454874;11/06/2021;50,60
05000454874;14/06/2021;72,20
05000454874;02/06/2021;194,29
05000454874;08/06/2021;12,60
05000454874;25/07/2021;191,72
05000454874;16/07/2021;126,08
05000454874;06/06/2021;40,85
05000454874;07/07/2021;131,24
05000454874;08/06/2021;137,18
05000454041;25/07/2021;115,66
05000454041;14/06/2021;84,24
05000454041;07/06/2021;64,98
05000454041;11/06/2021;139,63
05000454041;20/06/2021;4,21
05000454041;14/07/2021;140,13
05000454041;18/06/2021;47,50
05000454041;25/06/2021;25,64
05000454041;06/06/2021;163,20
05000454041;15/06/2021;172,28
05000454041;04/06/2021;135,52
05000454041;13/06/2021;44,72
05000454041;26/06/2021;163,17
05000454041;10/06/2021;148,49
05000454041;16/06/2021;111,82
05000454041;12/07/2021;198,68
05000454041;17/06/2021;51,13
05000454041;20/07/2021;89,02
05000454041;15/07/2021;16,99
05000454041;14/07/2021;17,41
05000453475;05/07/2021;114,31
05000453475;14/06/2021;137,88
05000453475;30/07/2021;70,38
05000453475;09/07/2021;112,50
05000453475;21/06/2021;34,63
05000453475;12/06/2021;46,62
05000453475;24/07/2021;30,24
05000453475;01/06/2021;126,05
05000453475;22/06/2021;172,76
05000453475;03/07/2021;49,89
05000453475;30/06/2021;134,77
05000453475;26/07/2021;36,18
05000453475;25/07/2021;104,33
05000453475;10/07/2021;64,39
05000453475;25/07/2021;141,72
05000453475;10/06/2021;13,79
05000453475;19/07/2021;33,01
05000453475;22/07/2021;15,43
05000453475;24/07/2021;184,18
05000453475;04/07/2021;155,30
05000452095;09/07/2021;195,73
05000452095;26/06/2021;19,14
05000452095;08/07/2021;100,36
05000452095;06/07/2021;154,33
05000452095;23/07/2021;108,52
05000452095;16/06/2021;35,98
05000452095;15/07/2021;52,56
05000452095;16/07/2021;38,55
05000452095;16/06/2021;10,51
05000452095;04/06/2021;69,63
05000452095;07/06/2021;136,54
05000452095;03/07/2021;191,57
05000452095;07/07/2021;199,41
05000452095;10/06/2021;118,63
05000452095;16/07/2021;68,23
05000452095;23/06/2021;49,06
05000450686;03/06/2021;89,17
05000450686;20/06/2021;190,64
05000450686;06/06/2021;84,21
05000450686;16/07/2021;68,89
05000450686;12/07/2021;162,14
05000450686;14/07/2021;175,53
05000450686;26/07/2021;179,08
05000450686;13/06/2021;74,13
05000450686;28/07/2021;62,49
05000450686;06/06/2021;33,93
05000450686;02/07/2021;182,86
05000450686;13/06/2021;58,17
05000450686;30/07/2021;5,01
05000450686;02/06/2021;121,96
05000450140;16/06/2021;198,10
05000450140;14/06/2021;88,73
05000450140;17/06/2021;11,48
05000450140;07/06/2021;191,66
05000450140;02/06/2021;56,87
05000450140;02/07/2021;137,66
05000450140;08/07/2021;197,43
05000450140;23/07/2021;196,86
05000450140;08/07/2021;1,53
05000450140;01/07/2021;49,87
05000450140;24/07/2021;24,99
05000450140;09/06/2021;153,31
05000450140;28/06/2021;94,78
05000450140;24/06/2021;129,07
05000450140;25/06/2021;69,81
05000450140;25/06/2021;188,31
05000450140;23/07/2021;117,00
05000450140;22/07/2021;114,11
05000449118;12/06/2021;182,17
05000449118;14/07/2021;142,33
05000449118;13/07/2021;22,36
05000449118;23/06/2021;91,09
05000449118;13/06/2021;131,14
